GITTER_ID_1km;x_mp_1km;y_mp_1km;Einwohner
CRS3035RES1000mN3200000E4484000;4484500;3200500;430
CRS3035RES1000mN3200000E4486000;4486500;3200500;8
CRS3035RES1000mN3200000E4488000;4488500;3200500;232
CRS3035RES1000mN3200000E4489000;4489500;3200500;2118
CRS3035RES1000mN3200000E4490000;4490500;3200500;1411
CRS3035RES1000mN3200000E4493000;4493500;3200500;20
CRS3035RES1000mN3200000E4494000;4494500;3200500;120
CRS3035RES1000mN3200000E4497000;4497500;3200500;467
CRS3035RES1000mN3200000E4498000;4498500;3200500;144
CRS3035RES1000mN3200000E4500000;4500500;3200500;252
CRS3035RES1000mN3200000E4501000;4501500;3200500;270
CRS3035RES1000mN3200000E4502000;4502500;3200500;355
CRS3035RES1000mN3200000E4503000;4503500;3200500;989
CRS3035RES1000mN3200000E4504000;4504500;3200500;2719
CRS3035RES1000mN3200000E4505000;4505500;3200500;853
CRS3035RES1000mN3200000E4508000;4508500;3200500;316
CRS3035RES1000mN3200000E4509000;4509500;3200500;473
CRS3035RES1000mN3200000E4512000;4512500;3200500;8
CRS3035RES1000mN3200000E4514000;4514500;3200500;27
CRS3035RES1000mN3200000E4517000;4517500;3200500;8
CRS3035RES1000mN3200000E4520000;4520500;3200500;385
CRS3035RES1000mN3200000E4521000;4521500;3200500;280
CRS3035RES1000mN3200000E4522000;4522500;3200500;8
CRS3035RES1000mN3200000E4547000;4547500;3200500;15
CRS3035RES1000mN3200000E4550000;4550500;3200500;104
CRS3035RES1000mN3200000E4551000;4551500;3200500;41
CRS3035RES1000mN3200000E4553000;4553500;3200500;54
CRS3035RES1000mN3200000E4555000;4555500;3200500;126
CRS3035RES1000mN3200000E4556000;4556500;3200500;885
CRS3035RES1000mN3200000E4557000;4557500;3200500;523
CRS3035RES1000mN3200000E4559000;4559500;3200500;225
CRS3035RES1000mN3200000E4569000;4569500;3200500;4
CRS3035RES1000mN3200000E4570000;4570500;3200500;105
CRS3035RES1000mN3200000E4572000;4572500;3200500;4
CRS3035RES1000mN3200000E4573000;4573500;3200500;24
CRS3035RES1000mN3200000E4575000;4575500;3200500;544
CRS3035RES1000mN3200000E4576000;4576500;3200500;1557
CRS3035RES1000mN3200000E4577000;4577500;3200500;978
CRS3035RES1000mN3200000E4578000;4578500;3200500;180
CRS3035RES1000mN3200000E4579000;4579500;3200500;65
CRS3035RES1000mN3200000E4583000;4583500;3200500;4
CRS3035RES1000mN3200000E4584000;4584500;3200500;66
CRS3035RES1000mN3200000E4585000;4585500;3200500;37
CRS3035RES1000mN3200000E4586000;4586500;3200500;94
CRS3035RES1000mN3200000E4589000;4589500;3200500;225
CRS3035RES1000mN3200000E4590000;4590500;3200500;132
CRS3035RES1000mN3200000E4592000;4592500;3200500;80
CRS3035RES1000mN3200000E4594000;4594500;3200500;95
CRS3035RES1000mN3200000E4595000;4595500;3200500;39
CRS3035RES1000mN3200000E4601000;4601500;3200500;4
CRS3035RES1000mN3200000E4602000;4602500;3200500;51
CRS3035RES1000mN3200000E4603000;4603500;3200500;103
CRS3035RES1000mN3200000E4604000;4604500;3200500;113
CRS3035RES1000mN3200000E4605000;4605500;3200500;142
CRS3035RES1000mN3200000E4606000;4606500;3200500;353
CRS3035RES1000mN3200000E4607000;4607500;3200500;36
CRS3035RES1000mN3200000E4608000;4608500;3200500;20
CRS3035RES1000mN3200000E4609000;4609500;3200500;23
CRS3035RES1000mN3200000E4610000;4610500;3200500;4
CRS3035RES1000mN3200000E4621000;4621500;3200500;3
CRS3035RES1000mN3200000E4624000;4624500;3200500;21
CRS3035RES1000mN3200000E4630000;4630500;3200500;14
CRS3035RES1000mN3200000E4631000;4631500;3200500;37
CRS3035RES1000mN3200000E4632000;4632500;3200500;82
CRS3035RES1000mN3201000E4049000;4049500;3201500;4
CRS3035RES1000mN3201000E4050000;4050500;3201500;131
CRS3035RES1000mN3201000E4056000;4056500;3201500;3
CRS3035RES1000mN3201000E4057000;4057500;3201500;47
CRS3035RES1000mN3201000E4058000;4058500;3201500;187
CRS3035RES1000mN3201000E4059000;4059500;3201500;18
CRS3035RES1000mN3201000E4060000;4060500;3201500;7
CRS3035RES1000mN3201000E4061000;4061500;3201500;24
CRS3035RES1000mN3201000E4062000;4062500;3201500;29
CRS3035RES1000mN3201000E4064000;4064500;3201500;18
CRS3035RES1000mN3201000E4065000;4065500;3201500;5
CRS3035RES1000mN3201000E4072000;4072500;3201500;10
CRS3035RES1000mN3201000E4073000;4073500;3201500;30
CRS3035RES1000mN3201000E4082000;4082500;3201500;23
CRS3035RES1000mN3201000E4083000;4083500;3201500;16
CRS3035RES1000mN3201000E4084000;4084500;3201500;48
CRS3035RES1000mN3201000E4085000;4085500;3201500;26
CRS3035RES1000mN3201000E4086000;4086500;3201500;68
CRS3035RES1000mN3201000E4087000;4087500;3201500;247
CRS3035RES1000mN3201000E4088000;4088500;3201500;6
CRS3035RES1000mN3201000E4089000;4089500;3201500;16
CRS3035RES1000mN3201000E4090000;4090500;3201500;31
CRS3035RES1000mN3201000E4091000;4091500;3201500;130
CRS3035RES1000mN3201000E4092000;4092500;3201500;23
CRS3035RES1000mN3201000E4093000;4093500;3201500;9
CRS3035RES1000mN3201000E4094000;4094500;3201500;21
CRS3035RES1000mN3201000E4095000;4095500;3201500;33
CRS3035RES1000mN3201000E4096000;4096500;3201500;29
CRS3035RES1000mN3201000E4097000;4097500;3201500;29
CRS3035RES1000mN3201000E4098000;4098500;3201500;14
CRS3035RES1000mN3201000E4099000;4099500;3201500;59
CRS3035RES1000mN3201000E4100000;4100500;3201500;59
CRS3035RES1000mN3201000E4101000;4101500;3201500;33
CRS3035RES1000mN3201000E4102000;4102500;3201500;40
CRS3035RES1000mN3201000E4103000;4103500;3201500;79
CRS3035RES1000mN3201000E4104000;4104500;3201500;17
CRS3035RES1000mN3201000E4105000;4105500;3201500;5
CRS3035RES1000mN3201000E4106000;4106500;3201500;22
CRS3035RES1000mN3201000E4107000;4107500;3201500;50
CRS3035RES1000mN3201000E4108000;4108500;3201500;1865
CRS3035RES1000mN3201000E4109000;4109500;3201500;1040
CRS3035RES1000mN3201000E4110000;4110500;3201500;18
CRS3035RES1000mN3201000E4111000;4111500;3201500;11
CRS3035RES1000mN3201000E4112000;4112500;3201500;19
CRS3035RES1000mN3201000E4113000;4113500;3201500;231
CRS3035RES1000mN3201000E4114000;4114500;3201500;501
CRS3035RES1000mN3201000E4115000;4115500;3201500;22
CRS3035RES1000mN3201000E4117000;4117500;3201500;22
CRS3035RES1000mN3201000E4118000;4118500;3201500;29
CRS3035RES1000mN3201000E4120000;4120500;3201500;70
CRS3035RES1000mN3201000E4121000;4121500;3201500;33
CRS3035RES1000mN3201000E4122000;4122500;3201500;5
CRS3035RES1000mN3201000E4125000;4125500;3201500;38
CRS3035RES1000mN3201000E4126000;4126500;3201500;508
CRS3035RES1000mN3201000E4127000;4127500;3201500;812
CRS3035RES1000mN3201000E4128000;4128500;3201500;356
CRS3035RES1000mN3201000E4129000;4129500;3201500;62
CRS3035RES1000mN3201000E4130000;4130500;3201500;22
CRS3035RES1000mN3201000E4131000;4131500;3201500;34
CRS3035RES1000mN3201000E4132000;4132500;3201500;16
CRS3035RES1000mN3201000E4133000;4133500;3201500;853
CRS3035RES1000mN3201000E4134000;4134500;3201500;118
CRS3035RES1000mN3201000E4135000;4135500;3201500;23
CRS3035RES1000mN3201000E4136000;4136500;3201500;20
CRS3035RES1000mN3201000E4138000;4138500;3201500;28
CRS3035RES1000mN3201000E4139000;4139500;3201500;9
CRS3035RES1000mN3201000E4140000;4140500;3201500;13
CRS3035RES1000mN3201000E4141000;4141500;3201500;17
CRS3035RES1000mN3201000E4142000;4142500;3201500;48
CRS3035RES1000mN3201000E4143000;4143500;3201500;1929
CRS3035RES1000mN3201000E4144000;4144500;3201500;962
CRS3035RES1000mN3201000E4145000;4145500;3201500;24
CRS3035RES1000mN3201000E4146000;4146500;3201500;22
CRS3035RES1000mN3201000E4147000;4147500;3201500;12
CRS3035RES1000mN3201000E4148000;4148500;3201500;11
CRS3035RES1000mN3201000E4149000;4149500;3201500;18
CRS3035RES1000mN3201000E4150000;4150500;3201500;16
CRS3035RES1000mN3201000E4151000;4151500;3201500;33
CRS3035RES1000mN3201000E4152000;4152500;3201500;7
CRS3035RES1000mN3201000E4153000;4153500;3201500;20
CRS3035RES1000mN3201000E4154000;4154500;3201500;126
CRS3035RES1000mN3201000E4155000;4155500;3201500;20
CRS3035RES1000mN3201000E4156000;4156500;3201500;7
CRS3035RES1000mN3201000E4157000;4157500;3201500;4350
CRS3035RES1000mN3201000E4158000;4158500;3201500;4099
CRS3035RES1000mN3201000E4159000;4159500;3201500;1302
CRS3035RES1000mN3201000E4160000;4160500;3201500;2393
CRS3035RES1000mN3201000E4161000;4161500;3201500;787
CRS3035RES1000mN3201000E4162000;4162500;3201500;8
CRS3035RES1000mN3201000E4163000;4163500;3201500;17
CRS3035RES1000mN3201000E4164000;4164500;3201500;31
CRS3035RES1000mN3201000E4165000;4165500;3201500;9
CRS3035RES1000mN3201000E4167000;4167500;3201500;8
CRS3035RES1000mN3201000E4169000;4169500;3201500;22
CRS3035RES1000mN3201000E4170000;4170500;3201500;14
CRS3035RES1000mN3201000E4171000;4171500;3201500;27
CRS3035RES1000mN3201000E4172000;4172500;3201500;21
CRS3035RES1000mN3201000E4173000;4173500;3201500;5
CRS3035RES1000mN3201000E4174000;4174500;3201500;43
CRS3035RES1000mN3201000E4175000;4175500;3201500;19
CRS3035RES1000mN3201000E4176000;4176500;3201500;15
CRS3035RES1000mN3201000E4177000;4177500;3201500;3
CRS3035RES1000mN3201000E4178000;4178500;3201500;12
CRS3035RES1000mN3201000E4179000;4179500;3201500;16
CRS3035RES1000mN3201000E4180000;4180500;3201500;3
CRS3035RES1000mN3201000E4181000;4181500;3201500;46
CRS3035RES1000mN3201000E4182000;4182500;3201500;13
CRS3035RES1000mN3201000E4183000;4183500;3201500;3
CRS3035RES1000mN3201000E4184000;4184500;3201500;25
CRS3035RES1000mN3201000E4185000;4185500;3201500;11
CRS3035RES1000mN3201000E4186000;4186500;3201500;36
CRS3035RES1000mN3201000E4187000;4187500;3201500;16
CRS3035RES1000mN3201000E4188000;4188500;3201500;28
CRS3035RES1000mN3201000E4189000;4189500;3201500;3
CRS3035RES1000mN3201000E4190000;4190500;3201500;24
CRS3035RES1000mN3201000E4191000;4191500;3201500;73
CRS3035RES1000mN3201000E4192000;4192500;3201500;34
CRS3035RES1000mN3201000E4193000;4193500;3201500;22
CRS3035RES1000mN3201000E4194000;4194500;3201500;61
CRS3035RES1000mN3201000E4195000;4195500;3201500;23
CRS3035RES1000mN3201000E4196000;4196500;3201500;1244
CRS3035RES1000mN3201000E4197000;4197500;3201500;157
CRS3035RES1000mN3201000E4198000;4198500;3201500;61
CRS3035RES1000mN3201000E4199000;4199500;3201500;12
CRS3035RES1000mN3201000E4200000;4200500;3201500;23
CRS3035RES1000mN3201000E4201000;4201500;3201500;63
CRS3035RES1000mN3201000E4202000;4202500;3201500;63
CRS3035RES1000mN3201000E4203000;4203500;3201500;11
CRS3035RES1000mN3201000E4204000;4204500;3201500;24
CRS3035RES1000mN3201000E4205000;4205500;3201500;55
CRS3035RES1000mN3201000E4206000;4206500;3201500;413
CRS3035RES1000mN3201000E4207000;4207500;3201500;1506
CRS3035RES1000mN3201000E4208000;4208500;3201500;5513
CRS3035RES1000mN3201000E4209000;4209500;3201500;3971
CRS3035RES1000mN3201000E4210000;4210500;3201500;2186
CRS3035RES1000mN3201000E4211000;4211500;3201500;2172
CRS3035RES1000mN3201000E4212000;4212500;3201500;1705
CRS3035RES1000mN3201000E4213000;4213500;3201500;864
CRS3035RES1000mN3201000E4214000;4214500;3201500;208
CRS3035RES1000mN3201000E4215000;4215500;3201500;70
CRS3035RES1000mN3201000E4216000;4216500;3201500;37
CRS3035RES1000mN3201000E4217000;4217500;3201500;17
CRS3035RES1000mN3201000E4218000;4218500;3201500;47
CRS3035RES1000mN3201000E4219000;4219500;3201500;25
CRS3035RES1000mN3201000E4220000;4220500;3201500;45
CRS3035RES1000mN3201000E4221000;4221500;3201500;180
CRS3035RES1000mN3201000E4222000;4222500;3201500;640
CRS3035RES1000mN3201000E4223000;4223500;3201500;722
CRS3035RES1000mN3201000E4224000;4224500;3201500;2544
CRS3035RES1000mN3201000E4225000;4225500;3201500;1504
CRS3035RES1000mN3201000E4226000;4226500;3201500;57
CRS3035RES1000mN3201000E4227000;4227500;3201500;236
CRS3035RES1000mN3201000E4228000;4228500;3201500;1068
CRS3035RES1000mN3201000E4229000;4229500;3201500;500
CRS3035RES1000mN3201000E4230000;4230500;3201500;25
CRS3035RES1000mN3201000E4231000;4231500;3201500;72
CRS3035RES1000mN3201000E4233000;4233500;3201500;161
CRS3035RES1000mN3201000E4234000;4234500;3201500;1033
CRS3035RES1000mN3201000E4235000;4235500;3201500;518
CRS3035RES1000mN3201000E4236000;4236500;3201500;658
CRS3035RES1000mN3201000E4240000;4240500;3201500;149
CRS3035RES1000mN3201000E4241000;4241500;3201500;1412
CRS3035RES1000mN3201000E4242000;4242500;3201500;449
CRS3035RES1000mN3201000E4243000;4243500;3201500;338
CRS3035RES1000mN3201000E4244000;4244500;3201500;388
CRS3035RES1000mN3201000E4245000;4245500;3201500;1846
CRS3035RES1000mN3201000E4246000;4246500;3201500;471
CRS3035RES1000mN3201000E4248000;4248500;3201500;12
CRS3035RES1000mN3201000E4250000;4250500;3201500;11
CRS3035RES1000mN3201000E4251000;4251500;3201500;10
CRS3035RES1000mN3201000E4252000;4252500;3201500;18
CRS3035RES1000mN3201000E4253000;4253500;3201500;6
CRS3035RES1000mN3201000E4254000;4254500;3201500;658
CRS3035RES1000mN3201000E4256000;4256500;3201500;29
CRS3035RES1000mN3201000E4257000;4257500;3201500;208
CRS3035RES1000mN3201000E4258000;4258500;3201500;18
CRS3035RES1000mN3201000E4259000;4259500;3201500;6
CRS3035RES1000mN3201000E4260000;4260500;3201500;9
CRS3035RES1000mN3201000E4261000;4261500;3201500;4
CRS3035RES1000mN3201000E4262000;4262500;3201500;453
CRS3035RES1000mN3201000E4263000;4263500;3201500;192
CRS3035RES1000mN3201000E4265000;4265500;3201500;6
CRS3035RES1000mN3201000E4268000;4268500;3201500;4
CRS3035RES1000mN3201000E4270000;4270500;3201500;16
CRS3035RES1000mN3201000E4271000;4271500;3201500;7
CRS3035RES1000mN3201000E4275000;4275500;3201500;213
CRS3035RES1000mN3201000E4277000;4277500;3201500;3
CRS3035RES1000mN3201000E4280000;4280500;3201500;4
CRS3035RES1000mN3201000E4286000;4286500;3201500;129
CRS3035RES1000mN3201000E4287000;4287500;3201500;103
CRS3035RES1000mN3201000E4288000;4288500;3201500;6
CRS3035RES1000mN3201000E4295000;4295500;3201500;420
CRS3035RES1000mN3201000E4296000;4296500;3201500;425
CRS3035RES1000mN3201000E4297000;4297500;3201500;243
CRS3035RES1000mN3201000E4298000;4298500;3201500;10
CRS3035RES1000mN3201000E4304000;4304500;3201500;11
CRS3035RES1000mN3201000E4305000;4305500;3201500;526
CRS3035RES1000mN3201000E4306000;4306500;3201500;90
CRS3035RES1000mN3201000E4308000;4308500;3201500;64
CRS3035RES1000mN3201000E4309000;4309500;3201500;267
CRS3035RES1000mN3201000E4311000;4311500;3201500;3
CRS3035RES1000mN3201000E4312000;4312500;3201500;123
CRS3035RES1000mN3201000E4313000;4313500;3201500;611
CRS3035RES1000mN3201000E4314000;4314500;3201500;422
CRS3035RES1000mN3201000E4315000;4315500;3201500;3
CRS3035RES1000mN3201000E4316000;4316500;3201500;21
CRS3035RES1000mN3201000E4318000;4318500;3201500;3
CRS3035RES1000mN3201000E4319000;4319500;3201500;147
CRS3035RES1000mN3201000E4323000;4323500;3201500;120
CRS3035RES1000mN3201000E4328000;4328500;3201500;90
CRS3035RES1000mN3201000E4331000;4331500;3201500;172
CRS3035RES1000mN3201000E4332000;4332500;3201500;64
CRS3035RES1000mN3201000E4333000;4333500;3201500;9
CRS3035RES1000mN3201000E4334000;4334500;3201500;14
CRS3035RES1000mN3201000E4342000;4342500;3201500;8
CRS3035RES1000mN3201000E4343000;4343500;3201500;102
CRS3035RES1000mN3201000E4344000;4344500;3201500;33
CRS3035RES1000mN3201000E4345000;4345500;3201500;10
CRS3035RES1000mN3201000E4346000;4346500;3201500;666
CRS3035RES1000mN3201000E4347000;4347500;3201500;282
CRS3035RES1000mN3201000E4348000;4348500;3201500;41
CRS3035RES1000mN3201000E4349000;4349500;3201500;122
CRS3035RES1000mN3201000E4350000;4350500;3201500;2813
CRS3035RES1000mN3201000E4351000;4351500;3201500;2781
CRS3035RES1000mN3201000E4352000;4352500;3201500;2334
CRS3035RES1000mN3201000E4353000;4353500;3201500;465
CRS3035RES1000mN3201000E4354000;4354500;3201500;149
CRS3035RES1000mN3201000E4355000;4355500;3201500;4
CRS3035RES1000mN3201000E4363000;4363500;3201500;4
CRS3035RES1000mN3201000E4364000;4364500;3201500;448
CRS3035RES1000mN3201000E4372000;4372500;3201500;606
CRS3035RES1000mN3201000E4373000;4373500;3201500;406
CRS3035RES1000mN3201000E4378000;4378500;3201500;15
CRS3035RES1000mN3201000E4385000;4385500;3201500;307
CRS3035RES1000mN3201000E4386000;4386500;3201500;137
CRS3035RES1000mN3201000E4391000;4391500;3201500;146
CRS3035RES1000mN3201000E4393000;4393500;3201500;20
CRS3035RES1000mN3201000E4394000;4394500;3201500;454
CRS3035RES1000mN3201000E4399000;4399500;3201500;9
CRS3035RES1000mN3201000E4402000;4402500;3201500;101
CRS3035RES1000mN3201000E4403000;4403500;3201500;125
CRS3035RES1000mN3201000E4414000;4414500;3201500;291
CRS3035RES1000mN3201000E4415000;4415500;3201500;144
CRS3035RES1000mN3201000E4429000;4429500;3201500;4
CRS3035RES1000mN3201000E4430000;4430500;3201500;118
CRS3035RES1000mN3201000E4431000;4431500;3201500;53
CRS3035RES1000mN3201000E4434000;4434500;3201500;7
CRS3035RES1000mN3201000E4435000;4435500;3201500;62
CRS3035RES1000mN3201000E4436000;4436500;3201500;428
CRS3035RES1000mN3201000E4441000;4441500;3201500;14
CRS3035RES1000mN3201000E4442000;4442500;3201500;231
CRS3035RES1000mN3201000E4443000;4443500;3201500;2481
CRS3035RES1000mN3201000E4444000;4444500;3201500;4
CRS3035RES1000mN3201000E4446000;4446500;3201500;100
CRS3035RES1000mN3201000E4447000;4447500;3201500;12
CRS3035RES1000mN3201000E4449000;4449500;3201500;3
CRS3035RES1000mN3201000E4450000;4450500;3201500;149
CRS3035RES1000mN3201000E4451000;4451500;3201500;3
CRS3035RES1000mN3201000E4453000;4453500;3201500;4
CRS3035RES1000mN3201000E4471000;4471500;3201500;3
CRS3035RES1000mN3201000E4472000;4472500;3201500;19
CRS3035RES1000mN3201000E4473000;4473500;3201500;30
CRS3035RES1000mN3201000E4474000;4474500;3201500;87
CRS3035RES1000mN3201000E4475000;4475500;3201500;139
CRS3035RES1000mN3201000E4476000;4476500;3201500;400
CRS3035RES1000mN3201000E4477000;4477500;3201500;363
CRS3035RES1000mN3201000E4487000;4487500;3201500;16
CRS3035RES1000mN3201000E4488000;4488500;3201500;17
CRS3035RES1000mN3201000E4489000;4489500;3201500;18
CRS3035RES1000mN3201000E4490000;4490500;3201500;658
CRS3035RES1000mN3201000E4491000;4491500;3201500;5
CRS3035RES1000mN3201000E4497000;4497500;3201500;13
CRS3035RES1000mN3201000E4498000;4498500;3201500;40
CRS3035RES1000mN3201000E4499000;4499500;3201500;78
CRS3035RES1000mN3201000E4500000;4500500;3201500;586
CRS3035RES1000mN3201000E4501000;4501500;3201500;193
CRS3035RES1000mN3201000E4502000;4502500;3201500;66
CRS3035RES1000mN3201000E4503000;4503500;3201500;451
CRS3035RES1000mN3201000E4504000;4504500;3201500;369
CRS3035RES1000mN3201000E4505000;4505500;3201500;208
CRS3035RES1000mN3201000E4508000;4508500;3201500;425
CRS3035RES1000mN3201000E4509000;4509500;3201500;222
CRS3035RES1000mN3201000E4510000;4510500;3201500;353
CRS3035RES1000mN3201000E4511000;4511500;3201500;85
CRS3035RES1000mN3201000E4514000;4514500;3201500;59
CRS3035RES1000mN3201000E4515000;4515500;3201500;63
CRS3035RES1000mN3201000E4519000;4519500;3201500;49
CRS3035RES1000mN3201000E4520000;4520500;3201500;114
CRS3035RES1000mN3201000E4521000;4521500;3201500;73
CRS3035RES1000mN3201000E4522000;4522500;3201500;125
CRS3035RES1000mN3201000E4544000;4544500;3201500;117
CRS3035RES1000mN3201000E4551000;4551500;3201500;31
CRS3035RES1000mN3201000E4552000;4552500;3201500;3
CRS3035RES1000mN3201000E4556000;4556500;3201500;638
CRS3035RES1000mN3201000E4557000;4557500;3201500;829
CRS3035RES1000mN3201000E4559000;4559500;3201500;35
CRS3035RES1000mN3201000E4567000;4567500;3201500;27
CRS3035RES1000mN3201000E4568000;4568500;3201500;90
CRS3035RES1000mN3201000E4572000;4572500;3201500;38
CRS3035RES1000mN3201000E4575000;4575500;3201500;5
CRS3035RES1000mN3201000E4576000;4576500;3201500;34
CRS3035RES1000mN3201000E4577000;4577500;3201500;183
CRS3035RES1000mN3201000E4578000;4578500;3201500;3
CRS3035RES1000mN3201000E4583000;4583500;3201500;48
CRS3035RES1000mN3201000E4590000;4590500;3201500;46
CRS3035RES1000mN3201000E4591000;4591500;3201500;328
CRS3035RES1000mN3201000E4592000;4592500;3201500;4111
CRS3035RES1000mN3201000E4593000;4593500;3201500;2616
CRS3035RES1000mN3201000E4594000;4594500;3201500;38
CRS3035RES1000mN3201000E4595000;4595500;3201500;4
CRS3035RES1000mN3201000E4599000;4599500;3201500;90
CRS3035RES1000mN3201000E4600000;4600500;3201500;3
CRS3035RES1000mN3201000E4602000;4602500;3201500;79
CRS3035RES1000mN3201000E4603000;4603500;3201500;104
CRS3035RES1000mN3201000E4604000;4604500;3201500;92
CRS3035RES1000mN3201000E4605000;4605500;3201500;89
CRS3035RES1000mN3201000E4606000;4606500;3201500;44
CRS3035RES1000mN3201000E4607000;4607500;3201500;36
CRS3035RES1000mN3201000E4608000;4608500;3201500;18
CRS3035RES1000mN3201000E4609000;4609500;3201500;17
CRS3035RES1000mN3201000E4610000;4610500;3201500;81
CRS3035RES1000mN3201000E4611000;4611500;3201500;237
CRS3035RES1000mN3201000E4613000;4613500;3201500;6
CRS3035RES1000mN3201000E4619000;4619500;3201500;16
CRS3035RES1000mN3201000E4620000;4620500;3201500;14
CRS3035RES1000mN3201000E4631000;4631500;3201500;72
CRS3035RES1000mN3202000E4055000;4055500;3202500;8
CRS3035RES1000mN3202000E4056000;4056500;3202500;1779
CRS3035RES1000mN3202000E4057000;4057500;3202500;584
CRS3035RES1000mN3202000E4058000;4058500;3202500;5
CRS3035RES1000mN3202000E4059000;4059500;3202500;13
CRS3035RES1000mN3202000E4062000;4062500;3202500;10
CRS3035RES1000mN3202000E4082000;4082500;3202500;5
CRS3035RES1000mN3202000E4083000;4083500;3202500;18
CRS3035RES1000mN3202000E4084000;4084500;3202500;13
CRS3035RES1000mN3202000E4085000;4085500;3202500;35
CRS3035RES1000mN3202000E4086000;4086500;3202500;59
CRS3035RES1000mN3202000E4087000;4087500;3202500;17
CRS3035RES1000mN3202000E4088000;4088500;3202500;30
CRS3035RES1000mN3202000E4089000;4089500;3202500;39
CRS3035RES1000mN3202000E4090000;4090500;3202500;106
CRS3035RES1000mN3202000E4091000;4091500;3202500;1054
CRS3035RES1000mN3202000E4092000;4092500;3202500;90
CRS3035RES1000mN3202000E4093000;4093500;3202500;30
CRS3035RES1000mN3202000E4094000;4094500;3202500;12
CRS3035RES1000mN3202000E4095000;4095500;3202500;14
CRS3035RES1000mN3202000E4096000;4096500;3202500;68
CRS3035RES1000mN3202000E4097000;4097500;3202500;26
CRS3035RES1000mN3202000E4098000;4098500;3202500;87
CRS3035RES1000mN3202000E4099000;4099500;3202500;45
CRS3035RES1000mN3202000E4100000;4100500;3202500;41
CRS3035RES1000mN3202000E4101000;4101500;3202500;37
CRS3035RES1000mN3202000E4102000;4102500;3202500;53
CRS3035RES1000mN3202000E4103000;4103500;3202500;24
CRS3035RES1000mN3202000E4104000;4104500;3202500;25
CRS3035RES1000mN3202000E4105000;4105500;3202500;16
CRS3035RES1000mN3202000E4106000;4106500;3202500;9
CRS3035RES1000mN3202000E4107000;4107500;3202500;31
CRS3035RES1000mN3202000E4108000;4108500;3202500;1460
CRS3035RES1000mN3202000E4109000;4109500;3202500;500
CRS3035RES1000mN3202000E4110000;4110500;3202500;17
CRS3035RES1000mN3202000E4111000;4111500;3202500;31
CRS3035RES1000mN3202000E4112000;4112500;3202500;1104
CRS3035RES1000mN3202000E4113000;4113500;3202500;2335
CRS3035RES1000mN3202000E4114000;4114500;3202500;1524
CRS3035RES1000mN3202000E4115000;4115500;3202500;67
CRS3035RES1000mN3202000E4116000;4116500;3202500;541
CRS3035RES1000mN3202000E4117000;4117500;3202500;730
CRS3035RES1000mN3202000E4118000;4118500;3202500;13
CRS3035RES1000mN3202000E4119000;4119500;3202500;13
CRS3035RES1000mN3202000E4120000;4120500;3202500;21
CRS3035RES1000mN3202000E4121000;4121500;3202500;36
CRS3035RES1000mN3202000E4124000;4124500;3202500;3
CRS3035RES1000mN3202000E4125000;4125500;3202500;37
CRS3035RES1000mN3202000E4126000;4126500;3202500;173
CRS3035RES1000mN3202000E4127000;4127500;3202500;2186
CRS3035RES1000mN3202000E4128000;4128500;3202500;644
CRS3035RES1000mN3202000E4129000;4129500;3202500;35
CRS3035RES1000mN3202000E4130000;4130500;3202500;8
CRS3035RES1000mN3202000E4131000;4131500;3202500;52
CRS3035RES1000mN3202000E4132000;4132500;3202500;28
CRS3035RES1000mN3202000E4133000;4133500;3202500;1043
CRS3035RES1000mN3202000E4134000;4134500;3202500;10
CRS3035RES1000mN3202000E4135000;4135500;3202500;40
CRS3035RES1000mN3202000E4136000;4136500;3202500;29
CRS3035RES1000mN3202000E4137000;4137500;3202500;50
CRS3035RES1000mN3202000E4138000;4138500;3202500;28
CRS3035RES1000mN3202000E4139000;4139500;3202500;47
CRS3035RES1000mN3202000E4140000;4140500;3202500;31
CRS3035RES1000mN3202000E4141000;4141500;3202500;38
CRS3035RES1000mN3202000E4142000;4142500;3202500;29
CRS3035RES1000mN3202000E4143000;4143500;3202500;1186
CRS3035RES1000mN3202000E4144000;4144500;3202500;351
CRS3035RES1000mN3202000E4145000;4145500;3202500;20
CRS3035RES1000mN3202000E4146000;4146500;3202500;13
CRS3035RES1000mN3202000E4147000;4147500;3202500;73
CRS3035RES1000mN3202000E4148000;4148500;3202500;16
CRS3035RES1000mN3202000E4149000;4149500;3202500;4
CRS3035RES1000mN3202000E4150000;4150500;3202500;65
CRS3035RES1000mN3202000E4151000;4151500;3202500;36
CRS3035RES1000mN3202000E4152000;4152500;3202500;5
CRS3035RES1000mN3202000E4153000;4153500;3202500;9
CRS3035RES1000mN3202000E4154000;4154500;3202500;13
CRS3035RES1000mN3202000E4155000;4155500;3202500;59
CRS3035RES1000mN3202000E4156000;4156500;3202500;46
CRS3035RES1000mN3202000E4157000;4157500;3202500;3089
CRS3035RES1000mN3202000E4158000;4158500;3202500;3849
CRS3035RES1000mN3202000E4159000;4159500;3202500;2454
CRS3035RES1000mN3202000E4160000;4160500;3202500;1276
CRS3035RES1000mN3202000E4161000;4161500;3202500;1129
CRS3035RES1000mN3202000E4162000;4162500;3202500;1345
CRS3035RES1000mN3202000E4163000;4163500;3202500;949
CRS3035RES1000mN3202000E4164000;4164500;3202500;2709
CRS3035RES1000mN3202000E4165000;4165500;3202500;7
CRS3035RES1000mN3202000E4166000;4166500;3202500;43
CRS3035RES1000mN3202000E4167000;4167500;3202500;30
