GITTER_ID_1km;x_mp_1km;y_mp_1km;Einwohner
CRS3035RES1000mN2802000E4511000;4511500;2802500;78
CRS3035RES1000mN2802000E4512000;4512500;2802500;39
CRS3035RES1000mN2802000E4513000;4513500;2802500;643
CRS3035RES1000mN2802000E4514000;4514500;2802500;40
CRS3035RES1000mN2802000E4515000;4515500;2802500;12
CRS3035RES1000mN2802000E4516000;4516500;2802500;28
CRS3035RES1000mN2802000E4517000;4517500;2802500;28
CRS3035RES1000mN2802000E4518000;4518500;2802500;46
CRS3035RES1000mN2802000E4519000;4519500;2802500;24
CRS3035RES1000mN2802000E4520000;4520500;2802500;38
CRS3035RES1000mN2802000E4521000;4521500;2802500;41
CRS3035RES1000mN2802000E4522000;4522500;2802500;20
CRS3035RES1000mN2802000E4523000;4523500;2802500;39
CRS3035RES1000mN2802000E4524000;4524500;2802500;24
CRS3035RES1000mN2802000E4525000;4525500;2802500;26
CRS3035RES1000mN2802000E4526000;4526500;2802500;53
CRS3035RES1000mN2802000E4527000;4527500;2802500;32
CRS3035RES1000mN2802000E4528000;4528500;2802500;16
CRS3035RES1000mN2802000E4529000;4529500;2802500;29
CRS3035RES1000mN2802000E4530000;4530500;2802500;37
CRS3035RES1000mN2802000E4531000;4531500;2802500;263
CRS3035RES1000mN2802000E4532000;4532500;2802500;113
CRS3035RES1000mN2802000E4533000;4533500;2802500;70
CRS3035RES1000mN2802000E4534000;4534500;2802500;22
CRS3035RES1000mN2802000E4535000;4535500;2802500;44
CRS3035RES1000mN2802000E4536000;4536500;2802500;23
CRS3035RES1000mN2802000E4537000;4537500;2802500;25
CRS3035RES1000mN2802000E4538000;4538500;2802500;20
CRS3035RES1000mN2802000E4539000;4539500;2802500;28
CRS3035RES1000mN2802000E4540000;4540500;2802500;31
CRS3035RES1000mN2802000E4541000;4541500;2802500;107
CRS3035RES1000mN2802000E4542000;4542500;2802500;39
CRS3035RES1000mN2802000E4543000;4543500;2802500;78
CRS3035RES1000mN2802000E4544000;4544500;2802500;55
CRS3035RES1000mN2802000E4547000;4547500;2802500;18
CRS3035RES1000mN2802000E4548000;4548500;2802500;15
CRS3035RES1000mN2802000E4549000;4549500;2802500;335
CRS3035RES1000mN2802000E4550000;4550500;2802500;13
CRS3035RES1000mN2802000E4551000;4551500;2802500;11
CRS3035RES1000mN2802000E4552000;4552500;2802500;11
CRS3035RES1000mN2802000E4553000;4553500;2802500;43
CRS3035RES1000mN2802000E4555000;4555500;2802500;3
CRS3035RES1000mN2803000E4154000;4154500;2803500;248
CRS3035RES1000mN2803000E4158000;4158500;2803500;1200
CRS3035RES1000mN2803000E4159000;4159500;2803500;43
CRS3035RES1000mN2803000E4160000;4160500;2803500;651
CRS3035RES1000mN2803000E4161000;4161500;2803500;206
CRS3035RES1000mN2803000E4162000;4162500;2803500;103
CRS3035RES1000mN2803000E4163000;4163500;2803500;46
CRS3035RES1000mN2803000E4164000;4164500;2803500;3
CRS3035RES1000mN2803000E4165000;4165500;2803500;32
CRS3035RES1000mN2803000E4166000;4166500;2803500;95
CRS3035RES1000mN2803000E4167000;4167500;2803500;1423
CRS3035RES1000mN2803000E4168000;4168500;2803500;42
CRS3035RES1000mN2803000E4169000;4169500;2803500;19
CRS3035RES1000mN2803000E4170000;4170500;2803500;33
CRS3035RES1000mN2803000E4171000;4171500;2803500;58
CRS3035RES1000mN2803000E4172000;4172500;2803500;122
CRS3035RES1000mN2803000E4173000;4173500;2803500;50
CRS3035RES1000mN2803000E4174000;4174500;2803500;11
CRS3035RES1000mN2803000E4175000;4175500;2803500;3
CRS3035RES1000mN2803000E4176000;4176500;2803500;535
CRS3035RES1000mN2803000E4177000;4177500;2803500;32
CRS3035RES1000mN2803000E4178000;4178500;2803500;59
CRS3035RES1000mN2803000E4179000;4179500;2803500;24
CRS3035RES1000mN2803000E4180000;4180500;2803500;5
CRS3035RES1000mN2803000E4181000;4181500;2803500;27
CRS3035RES1000mN2803000E4184000;4184500;2803500;20
CRS3035RES1000mN2803000E4185000;4185500;2803500;7
CRS3035RES1000mN2803000E4188000;4188500;2803500;113
CRS3035RES1000mN2803000E4189000;4189500;2803500;4
CRS3035RES1000mN2803000E4191000;4191500;2803500;22
CRS3035RES1000mN2803000E4192000;4192500;2803500;14
CRS3035RES1000mN2803000E4193000;4193500;2803500;15
CRS3035RES1000mN2803000E4194000;4194500;2803500;64
CRS3035RES1000mN2803000E4195000;4195500;2803500;12
CRS3035RES1000mN2803000E4196000;4196500;2803500;7
CRS3035RES1000mN2803000E4197000;4197500;2803500;3
CRS3035RES1000mN2803000E4198000;4198500;2803500;13
CRS3035RES1000mN2803000E4199000;4199500;2803500;22
CRS3035RES1000mN2803000E4201000;4201500;2803500;211
CRS3035RES1000mN2803000E4202000;4202500;2803500;389
CRS3035RES1000mN2803000E4203000;4203500;2803500;104
CRS3035RES1000mN2803000E4204000;4204500;2803500;128
CRS3035RES1000mN2803000E4205000;4205500;2803500;359
CRS3035RES1000mN2803000E4206000;4206500;2803500;123
CRS3035RES1000mN2803000E4207000;4207500;2803500;51
CRS3035RES1000mN2803000E4209000;4209500;2803500;5
CRS3035RES1000mN2803000E4210000;4210500;2803500;16
CRS3035RES1000mN2803000E4211000;4211500;2803500;3
CRS3035RES1000mN2803000E4212000;4212500;2803500;439
CRS3035RES1000mN2803000E4214000;4214500;2803500;3
CRS3035RES1000mN2803000E4217000;4217500;2803500;21
CRS3035RES1000mN2803000E4218000;4218500;2803500;26
CRS3035RES1000mN2803000E4219000;4219500;2803500;5
CRS3035RES1000mN2803000E4221000;4221500;2803500;1426
CRS3035RES1000mN2803000E4222000;4222500;2803500;862
CRS3035RES1000mN2803000E4223000;4223500;2803500;146
CRS3035RES1000mN2803000E4226000;4226500;2803500;106
CRS3035RES1000mN2803000E4229000;4229500;2803500;12
CRS3035RES1000mN2803000E4230000;4230500;2803500;179
CRS3035RES1000mN2803000E4231000;4231500;2803500;8
CRS3035RES1000mN2803000E4233000;4233500;2803500;570
CRS3035RES1000mN2803000E4234000;4234500;2803500;653
CRS3035RES1000mN2803000E4235000;4235500;2803500;8
CRS3035RES1000mN2803000E4237000;4237500;2803500;110
CRS3035RES1000mN2803000E4238000;4238500;2803500;610
CRS3035RES1000mN2803000E4240000;4240500;2803500;12
CRS3035RES1000mN2803000E4242000;4242500;2803500;23
CRS3035RES1000mN2803000E4243000;4243500;2803500;1499
CRS3035RES1000mN2803000E4244000;4244500;2803500;216
CRS3035RES1000mN2803000E4245000;4245500;2803500;653
CRS3035RES1000mN2803000E4248000;4248500;2803500;463
CRS3035RES1000mN2803000E4249000;4249500;2803500;109
CRS3035RES1000mN2803000E4258000;4258500;2803500;7
CRS3035RES1000mN2803000E4261000;4261500;2803500;8
CRS3035RES1000mN2803000E4263000;4263500;2803500;5
CRS3035RES1000mN2803000E4264000;4264500;2803500;5
CRS3035RES1000mN2803000E4268000;4268500;2803500;9
CRS3035RES1000mN2803000E4269000;4269500;2803500;402
CRS3035RES1000mN2803000E4273000;4273500;2803500;10
CRS3035RES1000mN2803000E4274000;4274500;2803500;354
CRS3035RES1000mN2803000E4282000;4282500;2803500;99
CRS3035RES1000mN2803000E4283000;4283500;2803500;231
CRS3035RES1000mN2803000E4286000;4286500;2803500;212
CRS3035RES1000mN2803000E4287000;4287500;2803500;126
CRS3035RES1000mN2803000E4288000;4288500;2803500;6
CRS3035RES1000mN2803000E4289000;4289500;2803500;7
CRS3035RES1000mN2803000E4291000;4291500;2803500;3
CRS3035RES1000mN2803000E4292000;4292500;2803500;5
CRS3035RES1000mN2803000E4294000;4294500;2803500;280
CRS3035RES1000mN2803000E4295000;4295500;2803500;167
CRS3035RES1000mN2803000E4296000;4296500;2803500;45
CRS3035RES1000mN2803000E4302000;4302500;2803500;3
CRS3035RES1000mN2803000E4306000;4306500;2803500;352
CRS3035RES1000mN2803000E4307000;4307500;2803500;1048
CRS3035RES1000mN2803000E4313000;4313500;2803500;49
CRS3035RES1000mN2803000E4314000;4314500;2803500;29
CRS3035RES1000mN2803000E4316000;4316500;2803500;695
CRS3035RES1000mN2803000E4318000;4318500;2803500;1065
CRS3035RES1000mN2803000E4319000;4319500;2803500;1978
CRS3035RES1000mN2803000E4320000;4320500;2803500;200
CRS3035RES1000mN2803000E4321000;4321500;2803500;153
CRS3035RES1000mN2803000E4322000;4322500;2803500;13
CRS3035RES1000mN2803000E4323000;4323500;2803500;1954
CRS3035RES1000mN2803000E4324000;4324500;2803500;26
CRS3035RES1000mN2803000E4325000;4325500;2803500;186
CRS3035RES1000mN2803000E4326000;4326500;2803500;39
CRS3035RES1000mN2803000E4327000;4327500;2803500;208
CRS3035RES1000mN2803000E4328000;4328500;2803500;530
CRS3035RES1000mN2803000E4332000;4332500;2803500;678
CRS3035RES1000mN2803000E4333000;4333500;2803500;110
CRS3035RES1000mN2803000E4335000;4335500;2803500;216
CRS3035RES1000mN2803000E4336000;4336500;2803500;74
CRS3035RES1000mN2803000E4342000;4342500;2803500;565
CRS3035RES1000mN2803000E4343000;4343500;2803500;124
CRS3035RES1000mN2803000E4344000;4344500;2803500;145
CRS3035RES1000mN2803000E4346000;4346500;2803500;11
CRS3035RES1000mN2803000E4347000;4347500;2803500;453
CRS3035RES1000mN2803000E4348000;4348500;2803500;132
CRS3035RES1000mN2803000E4349000;4349500;2803500;35
CRS3035RES1000mN2803000E4351000;4351500;2803500;197
CRS3035RES1000mN2803000E4353000;4353500;2803500;239
CRS3035RES1000mN2803000E4354000;4354500;2803500;970
CRS3035RES1000mN2803000E4355000;4355500;2803500;8
CRS3035RES1000mN2803000E4361000;4361500;2803500;156
CRS3035RES1000mN2803000E4362000;4362500;2803500;311
CRS3035RES1000mN2803000E4364000;4364500;2803500;1188
CRS3035RES1000mN2803000E4365000;4365500;2803500;286
CRS3035RES1000mN2803000E4372000;4372500;2803500;614
CRS3035RES1000mN2803000E4373000;4373500;2803500;12
CRS3035RES1000mN2803000E4374000;4374500;2803500;33
CRS3035RES1000mN2803000E4375000;4375500;2803500;852
CRS3035RES1000mN2803000E4377000;4377500;2803500;51
CRS3035RES1000mN2803000E4378000;4378500;2803500;1312
CRS3035RES1000mN2803000E4379000;4379500;2803500;21
CRS3035RES1000mN2803000E4382000;4382500;2803500;275
CRS3035RES1000mN2803000E4383000;4383500;2803500;266
CRS3035RES1000mN2803000E4384000;4384500;2803500;2079
CRS3035RES1000mN2803000E4385000;4385500;2803500;4300
CRS3035RES1000mN2803000E4386000;4386500;2803500;5479
CRS3035RES1000mN2803000E4387000;4387500;2803500;1424
CRS3035RES1000mN2803000E4388000;4388500;2803500;1219
CRS3035RES1000mN2803000E4390000;4390500;2803500;1032
CRS3035RES1000mN2803000E4391000;4391500;2803500;4225
CRS3035RES1000mN2803000E4392000;4392500;2803500;303
CRS3035RES1000mN2803000E4393000;4393500;2803500;4
CRS3035RES1000mN2803000E4394000;4394500;2803500;149
CRS3035RES1000mN2803000E4395000;4395500;2803500;1130
CRS3035RES1000mN2803000E4396000;4396500;2803500;428
CRS3035RES1000mN2803000E4397000;4397500;2803500;16
CRS3035RES1000mN2803000E4398000;4398500;2803500;304
CRS3035RES1000mN2803000E4399000;4399500;2803500;233
CRS3035RES1000mN2803000E4400000;4400500;2803500;251
CRS3035RES1000mN2803000E4401000;4401500;2803500;659
CRS3035RES1000mN2803000E4406000;4406500;2803500;7
CRS3035RES1000mN2803000E4410000;4410500;2803500;130
CRS3035RES1000mN2803000E4413000;4413500;2803500;103
CRS3035RES1000mN2803000E4415000;4415500;2803500;319
CRS3035RES1000mN2803000E4416000;4416500;2803500;42
CRS3035RES1000mN2803000E4417000;4417500;2803500;294
CRS3035RES1000mN2803000E4418000;4418500;2803500;3
CRS3035RES1000mN2803000E4420000;4420500;2803500;914
CRS3035RES1000mN2803000E4421000;4421500;2803500;166
CRS3035RES1000mN2803000E4422000;4422500;2803500;58
CRS3035RES1000mN2803000E4423000;4423500;2803500;26
CRS3035RES1000mN2803000E4424000;4424500;2803500;16
CRS3035RES1000mN2803000E4425000;4425500;2803500;25
CRS3035RES1000mN2803000E4426000;4426500;2803500;784
CRS3035RES1000mN2803000E4427000;4427500;2803500;911
CRS3035RES1000mN2803000E4428000;4428500;2803500;570
CRS3035RES1000mN2803000E4429000;4429500;2803500;12
CRS3035RES1000mN2803000E4430000;4430500;2803500;101
CRS3035RES1000mN2803000E4431000;4431500;2803500;25
CRS3035RES1000mN2803000E4434000;4434500;2803500;62
CRS3035RES1000mN2803000E4435000;4435500;2803500;110
CRS3035RES1000mN2803000E4437000;4437500;2803500;13
CRS3035RES1000mN2803000E4439000;4439500;2803500;87
CRS3035RES1000mN2803000E4440000;4440500;2803500;206
CRS3035RES1000mN2803000E4441000;4441500;2803500;247
CRS3035RES1000mN2803000E4442000;4442500;2803500;7
CRS3035RES1000mN2803000E4444000;4444500;2803500;23
CRS3035RES1000mN2803000E4449000;4449500;2803500;96
CRS3035RES1000mN2803000E4450000;4450500;2803500;656
CRS3035RES1000mN2803000E4451000;4451500;2803500;505
CRS3035RES1000mN2803000E4453000;4453500;2803500;6
CRS3035RES1000mN2803000E4454000;4454500;2803500;9
CRS3035RES1000mN2803000E4457000;4457500;2803500;94
CRS3035RES1000mN2803000E4458000;4458500;2803500;252
CRS3035RES1000mN2803000E4459000;4459500;2803500;214
CRS3035RES1000mN2803000E4461000;4461500;2803500;5
CRS3035RES1000mN2803000E4463000;4463500;2803500;1045
CRS3035RES1000mN2803000E4464000;4464500;2803500;191
CRS3035RES1000mN2803000E4467000;4467500;2803500;77
CRS3035RES1000mN2803000E4468000;4468500;2803500;118
CRS3035RES1000mN2803000E4469000;4469500;2803500;289
CRS3035RES1000mN2803000E4470000;4470500;2803500;4
CRS3035RES1000mN2803000E4471000;4471500;2803500;16
CRS3035RES1000mN2803000E4473000;4473500;2803500;40
CRS3035RES1000mN2803000E4474000;4474500;2803500;29
CRS3035RES1000mN2803000E4475000;4475500;2803500;7
CRS3035RES1000mN2803000E4476000;4476500;2803500;20
CRS3035RES1000mN2803000E4477000;4477500;2803500;11
CRS3035RES1000mN2803000E4478000;4478500;2803500;41
CRS3035RES1000mN2803000E4479000;4479500;2803500;3
CRS3035RES1000mN2803000E4480000;4480500;2803500;33
CRS3035RES1000mN2803000E4481000;4481500;2803500;72
CRS3035RES1000mN2803000E4482000;4482500;2803500;26
CRS3035RES1000mN2803000E4483000;4483500;2803500;10
CRS3035RES1000mN2803000E4484000;4484500;2803500;12
CRS3035RES1000mN2803000E4485000;4485500;2803500;15
CRS3035RES1000mN2803000E4486000;4486500;2803500;27
CRS3035RES1000mN2803000E4487000;4487500;2803500;145
CRS3035RES1000mN2803000E4488000;4488500;2803500;116
CRS3035RES1000mN2803000E4489000;4489500;2803500;85
CRS3035RES1000mN2803000E4490000;4490500;2803500;18
CRS3035RES1000mN2803000E4491000;4491500;2803500;29
CRS3035RES1000mN2803000E4492000;4492500;2803500;43
CRS3035RES1000mN2803000E4494000;4494500;2803500;29
CRS3035RES1000mN2803000E4495000;4495500;2803500;18
CRS3035RES1000mN2803000E4496000;4496500;2803500;25
CRS3035RES1000mN2803000E4497000;4497500;2803500;31
CRS3035RES1000mN2803000E4498000;4498500;2803500;19
CRS3035RES1000mN2803000E4499000;4499500;2803500;4
CRS3035RES1000mN2803000E4500000;4500500;2803500;64
CRS3035RES1000mN2803000E4501000;4501500;2803500;47
CRS3035RES1000mN2803000E4502000;4502500;2803500;6
CRS3035RES1000mN2803000E4503000;4503500;2803500;4
CRS3035RES1000mN2803000E4504000;4504500;2803500;13
CRS3035RES1000mN2803000E4505000;4505500;2803500;12
CRS3035RES1000mN2803000E4506000;4506500;2803500;172
CRS3035RES1000mN2803000E4507000;4507500;2803500;92
CRS3035RES1000mN2803000E4508000;4508500;2803500;8
CRS3035RES1000mN2803000E4509000;4509500;2803500;8
CRS3035RES1000mN2803000E4510000;4510500;2803500;136
CRS3035RES1000mN2803000E4511000;4511500;2803500;75
CRS3035RES1000mN2803000E4512000;4512500;2803500;3
CRS3035RES1000mN2803000E4513000;4513500;2803500;54
CRS3035RES1000mN2803000E4514000;4514500;2803500;37
CRS3035RES1000mN2803000E4515000;4515500;2803500;43
CRS3035RES1000mN2803000E4516000;4516500;2803500;42
CRS3035RES1000mN2803000E4517000;4517500;2803500;41
CRS3035RES1000mN2803000E4518000;4518500;2803500;92
CRS3035RES1000mN2803000E4519000;4519500;2803500;36
CRS3035RES1000mN2803000E4520000;4520500;2803500;21
CRS3035RES1000mN2803000E4521000;4521500;2803500;30
CRS3035RES1000mN2803000E4523000;4523500;2803500;25
CRS3035RES1000mN2803000E4524000;4524500;2803500;21
CRS3035RES1000mN2803000E4525000;4525500;2803500;47
CRS3035RES1000mN2803000E4526000;4526500;2803500;8
CRS3035RES1000mN2803000E4527000;4527500;2803500;348
CRS3035RES1000mN2803000E4528000;4528500;2803500;56
CRS3035RES1000mN2803000E4529000;4529500;2803500;26
CRS3035RES1000mN2803000E4530000;4530500;2803500;66
CRS3035RES1000mN2803000E4531000;4531500;2803500;330
CRS3035RES1000mN2803000E4532000;4532500;2803500;30
CRS3035RES1000mN2803000E4533000;4533500;2803500;43
CRS3035RES1000mN2803000E4534000;4534500;2803500;30
CRS3035RES1000mN2803000E4535000;4535500;2803500;659
CRS3035RES1000mN2803000E4536000;4536500;2803500;33
CRS3035RES1000mN2803000E4537000;4537500;2803500;122
CRS3035RES1000mN2803000E4538000;4538500;2803500;42
CRS3035RES1000mN2803000E4539000;4539500;2803500;73
CRS3035RES1000mN2803000E4540000;4540500;2803500;25
CRS3035RES1000mN2803000E4541000;4541500;2803500;35
CRS3035RES1000mN2803000E4542000;4542500;2803500;46
CRS3035RES1000mN2803000E4543000;4543500;2803500;42
CRS3035RES1000mN2803000E4544000;4544500;2803500;27
CRS3035RES1000mN2803000E4545000;4545500;2803500;34
CRS3035RES1000mN2803000E4546000;4546500;2803500;22
CRS3035RES1000mN2803000E4548000;4548500;2803500;49
CRS3035RES1000mN2803000E4549000;4549500;2803500;56
CRS3035RES1000mN2803000E4550000;4550500;2803500;25
CRS3035RES1000mN2803000E4551000;4551500;2803500;28
CRS3035RES1000mN2803000E4552000;4552500;2803500;10
CRS3035RES1000mN2803000E4553000;4553500;2803500;224
CRS3035RES1000mN2803000E4554000;4554500;2803500;763
CRS3035RES1000mN2803000E4555000;4555500;2803500;91
CRS3035RES1000mN2803000E4556000;4556500;2803500;12
CRS3035RES1000mN2803000E4557000;4557500;2803500;38
CRS3035RES1000mN2803000E4558000;4558500;2803500;64
CRS3035RES1000mN2803000E4560000;4560500;2803500;35
CRS3035RES1000mN2803000E4561000;4561500;2803500;3
CRS3035RES1000mN2803000E4562000;4562500;2803500;5
CRS3035RES1000mN2804000E4154000;4154500;2804500;440
CRS3035RES1000mN2804000E4159000;4159500;2804500;2004
CRS3035RES1000mN2804000E4160000;4160500;2804500;1653
CRS3035RES1000mN2804000E4161000;4161500;2804500;1653
CRS3035RES1000mN2804000E4162000;4162500;2804500;3578
CRS3035RES1000mN2804000E4163000;4163500;2804500;4170
CRS3035RES1000mN2804000E4164000;4164500;2804500;915
CRS3035RES1000mN2804000E4165000;4165500;2804500;454
CRS3035RES1000mN2804000E4166000;4166500;2804500;659
CRS3035RES1000mN2804000E4167000;4167500;2804500;1125
CRS3035RES1000mN2804000E4168000;4168500;2804500;16
CRS3035RES1000mN2804000E4169000;4169500;2804500;25
CRS3035RES1000mN2804000E4170000;4170500;2804500;16
CRS3035RES1000mN2804000E4171000;4171500;2804500;15
CRS3035RES1000mN2804000E4172000;4172500;2804500;9
CRS3035RES1000mN2804000E4173000;4173500;2804500;36
CRS3035RES1000mN2804000E4174000;4174500;2804500;814
CRS3035RES1000mN2804000E4175000;4175500;2804500;1282
CRS3035RES1000mN2804000E4176000;4176500;2804500;146
CRS3035RES1000mN2804000E4177000;4177500;2804500;148
CRS3035RES1000mN2804000E4178000;4178500;2804500;5
CRS3035RES1000mN2804000E4179000;4179500;2804500;5
CRS3035RES1000mN2804000E4180000;4180500;2804500;3
CRS3035RES1000mN2804000E4181000;4181500;2804500;5
CRS3035RES1000mN2804000E4184000;4184500;2804500;4
CRS3035RES1000mN2804000E4187000;4187500;2804500;32
CRS3035RES1000mN2804000E4188000;4188500;2804500;9
CRS3035RES1000mN2804000E4189000;4189500;2804500;53
CRS3035RES1000mN2804000E4192000;4192500;2804500;8
CRS3035RES1000mN2804000E4193000;4193500;2804500;17
CRS3035RES1000mN2804000E4195000;4195500;2804500;16
CRS3035RES1000mN2804000E4197000;4197500;2804500;14
CRS3035RES1000mN2804000E4198000;4198500;2804500;95
CRS3035RES1000mN2804000E4199000;4199500;2804500;3
CRS3035RES1000mN2804000E4201000;4201500;2804500;135
CRS3035RES1000mN2804000E4202000;4202500;2804500;1191
CRS3035RES1000mN2804000E4203000;4203500;2804500;269
CRS3035RES1000mN2804000E4204000;4204500;2804500;16
CRS3035RES1000mN2804000E4205000;4205500;2804500;3
CRS3035RES1000mN2804000E4206000;4206500;2804500;99
CRS3035RES1000mN2804000E4207000;4207500;2804500;19
CRS3035RES1000mN2804000E4208000;4208500;2804500;79
CRS3035RES1000mN2804000E4209000;4209500;2804500;137
CRS3035RES1000mN2804000E4210000;4210500;2804500;666
CRS3035RES1000mN2804000E4211000;4211500;2804500;55
CRS3035RES1000mN2804000E4212000;4212500;2804500;6
CRS3035RES1000mN2804000E4219000;4219500;2804500;6
CRS3035RES1000mN2804000E4220000;4220500;2804500;16
CRS3035RES1000mN2804000E4221000;4221500;2804500;5
CRS3035RES1000mN2804000E4222000;4222500;2804500;39
CRS3035RES1000mN2804000E4223000;4223500;2804500;1365
CRS3035RES1000mN2804000E4224000;4224500;2804500;60
CRS3035RES1000mN2804000E4226000;4226500;2804500;8
CRS3035RES1000mN2804000E4229000;4229500;2804500;506
CRS3035RES1000mN2804000E4230000;4230500;2804500;931
CRS3035RES1000mN2804000E4231000;4231500;2804500;5
CRS3035RES1000mN2804000E4234000;4234500;2804500;5
CRS3035RES1000mN2804000E4238000;4238500;2804500;5
CRS3035RES1000mN2804000E4239000;4239500;2804500;7
CRS3035RES1000mN2804000E4240000;4240500;2804500;666
CRS3035RES1000mN2804000E4242000;4242500;2804500;204
CRS3035RES1000mN2804000E4243000;4243500;2804500;2615
CRS3035RES1000mN2804000E4244000;4244500;2804500;3151
CRS3035RES1000mN2804000E4245000;4245500;2804500;1103
CRS3035RES1000mN2804000E4248000;4248500;2804500;193
CRS3035RES1000mN2804000E4249000;4249500;2804500;10
CRS3035RES1000mN2804000E4260000;4260500;2804500;98
CRS3035RES1000mN2804000E4261000;4261500;2804500;1014
CRS3035RES1000mN2804000E4265000;4265500;2804500;82
CRS3035RES1000mN2804000E4269000;4269500;2804500;208
CRS3035RES1000mN2804000E4271000;4271500;2804500;428
CRS3035RES1000mN2804000E4272000;4272500;2804500;7
CRS3035RES1000mN2804000E4274000;4274500;2804500;165
CRS3035RES1000mN2804000E4277000;4277500;2804500;18
CRS3035RES1000mN2804000E4278000;4278500;2804500;454
CRS3035RES1000mN2804000E4280000;4280500;2804500;13
CRS3035RES1000mN2804000E4282000;4282500;2804500;40
CRS3035RES1000mN2804000E4285000;4285500;2804500;18
CRS3035RES1000mN2804000E4291000;4291500;2804500;30
CRS3035RES1000mN2804000E4292000;4292500;2804500;25
CRS3035RES1000mN2804000E4295000;4295500;2804500;217
CRS3035RES1000mN2804000E4296000;4296500;2804500;46
CRS3035RES1000mN2804000E4299000;4299500;2804500;3
CRS3035RES1000mN2804000E4305000;4305500;2804500;18
CRS3035RES1000mN2804000E4311000;4311500;2804500;5
CRS3035RES1000mN2804000E4313000;4313500;2804500;1350
CRS3035RES1000mN2804000E4314000;4314500;2804500;1317
CRS3035RES1000mN2804000E4315000;4315500;2804500;21
CRS3035RES1000mN2804000E4317000;4317500;2804500;3
CRS3035RES1000mN2804000E4318000;4318500;2804500;3401
CRS3035RES1000mN2804000E4319000;4319500;2804500;4849
CRS3035RES1000mN2804000E4320000;4320500;2804500;203
CRS3035RES1000mN2804000E4321000;4321500;2804500;4
CRS3035RES1000mN2804000E4322000;4322500;2804500;5
CRS3035RES1000mN2804000E4323000;4323500;2804500;518
CRS3035RES1000mN2804000E4324000;4324500;2804500;142
CRS3035RES1000mN2804000E4325000;4325500;2804500;397
CRS3035RES1000mN2804000E4326000;4326500;2804500;139
CRS3035RES1000mN2804000E4327000;4327500;2804500;29
CRS3035RES1000mN2804000E4328000;4328500;2804500;11
CRS3035RES1000mN2804000E4329000;4329500;2804500;50
CRS3035RES1000mN2804000E4331000;4331500;2804500;8
CRS3035RES1000mN2804000E4332000;4332500;2804500;1284
CRS3035RES1000mN2804000E4333000;4333500;2804500;1658
CRS3035RES1000mN2804000E4334000;4334500;2804500;318
CRS3035RES1000mN2804000E4335000;4335500;2804500;157
CRS3035RES1000mN2804000E4336000;4336500;2804500;256
CRS3035RES1000mN2804000E4337000;4337500;2804500;46
CRS3035RES1000mN2804000E4342000;4342500;2804500;441
CRS3035RES1000mN2804000E4343000;4343500;2804500;42
CRS3035RES1000mN2804000E4344000;4344500;2804500;47
CRS3035RES1000mN2804000E4347000;4347500;2804500;53
CRS3035RES1000mN2804000E4351000;4351500;2804500;4
CRS3035RES1000mN2804000E4362000;4362500;2804500;23
CRS3035RES1000mN2804000E4363000;4363500;2804500;62
CRS3035RES1000mN2804000E4364000;4364500;2804500;996
CRS3035RES1000mN2804000E4365000;4365500;2804500;806
CRS3035RES1000mN2804000E4366000;4366500;2804500;10
CRS3035RES1000mN2804000E4367000;4367500;2804500;15
CRS3035RES1000mN2804000E4368000;4368500;2804500;191
CRS3035RES1000mN2804000E4369000;4369500;2804500;18
CRS3035RES1000mN2804000E4371000;4371500;2804500;149
CRS3035RES1000mN2804000E4372000;4372500;2804500;39
CRS3035RES1000mN2804000E4374000;4374500;2804500;4
CRS3035RES1000mN2804000E4375000;4375500;2804500;25
CRS3035RES1000mN2804000E4376000;4376500;2804500;258
CRS3035RES1000mN2804000E4377000;4377500;2804500;436
CRS3035RES1000mN2804000E4378000;4378500;2804500;2191
CRS3035RES1000mN2804000E4379000;4379500;2804500;1626
CRS3035RES1000mN2804000E4382000;4382500;2804500;549
CRS3035RES1000mN2804000E4383000;4383500;2804500;2538
CRS3035RES1000mN2804000E4384000;4384500;2804500;1650
CRS3035RES1000mN2804000E4385000;4385500;2804500;2199
CRS3035RES1000mN2804000E4386000;4386500;2804500;3172
CRS3035RES1000mN2804000E4387000;4387500;2804500;6953
CRS3035RES1000mN2804000E4388000;4388500;2804500;853
CRS3035RES1000mN2804000E4389000;4389500;2804500;1560
CRS3035RES1000mN2804000E4390000;4390500;2804500;2552
CRS3035RES1000mN2804000E4391000;4391500;2804500;4645
CRS3035RES1000mN2804000E4392000;4392500;2804500;610
CRS3035RES1000mN2804000E4393000;4393500;2804500;2731
CRS3035RES1000mN2804000E4394000;4394500;2804500;2399
CRS3035RES1000mN2804000E4395000;4395500;2804500;39
CRS3035RES1000mN2804000E4397000;4397500;2804500;33
CRS3035RES1000mN2804000E4398000;4398500;2804500;250
CRS3035RES1000mN2804000E4399000;4399500;2804500;153
CRS3035RES1000mN2804000E4402000;4402500;2804500;99
CRS3035RES1000mN2804000E4404000;4404500;2804500;125
CRS3035RES1000mN2804000E4405000;4405500;2804500;40
CRS3035RES1000mN2804000E4406000;4406500;2804500;14
CRS3035RES1000mN2804000E4407000;4407500;2804500;7
CRS3035RES1000mN2804000E4408000;4408500;2804500;225
CRS3035RES1000mN2804000E4409000;4409500;2804500;116
CRS3035RES1000mN2804000E4410000;4410500;2804500;3
CRS3035RES1000mN2804000E4411000;4411500;2804500;33
